week_start_date,"(-2, -2, -2)","(-2, -2, -1)","(-2, -2, 0)","(-2, -2, 1)","(-2, -2, 2)","(-2, -1, -2)","(-2, -1, -1)","(-2, -1, 0)","(-2, -1, 1)","(-2, -1, 2)","(-2, 0, -2)","(-2, 0, -1)","(-2, 0, 0)","(-2, 0, 1)","(-2, 0, 2)","(-2, 1, -2)","(-2, 1, -1)","(-2, 1, 0)","(-2, 1, 1)","(-2, 1, 2)","(-2, 2, -2)","(-2, 2, -1)","(-2, 2, 0)","(-2, 2, 1)","(-2, 2, 2)","(-1, -2, -2)","(-1, -2, -1)","(-1, -2, 0)","(-1, -2, 1)","(-1, -2, 2)","(-1, -1, -2)","(-1, -1, -1)","(-1, -1, 0)","(-1, -1, 1)","(-1, -1, 2)","(-1, 0, -2)","(-1, 0, -1)","(-1, 0, 0)","(-1, 0, 1)","(-1, 0, 2)","(-1, 1, -2)","(-1, 1, -1)","(-1, 1, 0)","(-1, 1, 1)","(-1, 1, 2)","(-1, 2, -2)","(-1, 2, -1)","(-1, 2, 0)","(-1, 2, 1)","(-1, 2, 2)","(0, -2, -2)","(0, -2, -1)","(0, -2, 0)","(0, -2, 1)","(0, -2, 2)","(0, -1, -2)","(0, -1, -1)","(0, -1, 0)","(0, -1, 1)","(0, -1, 2)","(0, 0, -2)","(0, 0, -1)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, -2)","(0, 1, -1)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, -2)","(0, 2, -1)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, -2, -2)","(1, -2, -1)","(1, -2, 0)","(1, -2, 1)","(1, -2, 2)","(1, -1, -2)","(1, -1, -1)","(1, -1, 0)","(1, -1, 1)","(1, -1, 2)","(1, 0, -2)","(1, 0, -1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, -2)","(1, 1, -1)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, -2)","(1, 2, -1)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, -2, -2)","(2, -2, -1)","(2, -2, 0)","(2, -2, 1)","(2, -2, 2)","(2, -1, -2)","(2, -1, -1)","(2, -1, 0)","(2, -1, 1)","(2, -1, 2)","(2, 0, -2)","(2, 0, -1)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, -2)","(2, 1, -1)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, -2)","(2, 2, -1)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)"
2010-07-02,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,8.038928,8.038928,8.038928,9.45186,9.45186,10.491933,10.491933,10.545881,11.699438,11.699438,9.741002,9.741002,9.794951,10.689167,10.689167,9.741002,9.741002,9.794951,10.689167,10.689167,9.741002,9.741002,9.794951,10.689167,10.689167,9.741002,9.741002,9.794951,10.689167,10.689167,10.780048,10.780048,10.833997,11.626253,11.626253,10.0291195,10.0291195,10.083068,10.615981,10.615981,10.0291195,10.0291195,10.083068,10.615981,10.615981,10.0291195,10.0291195,10.083068,10.615981,10.615981,10.0291195,10.0291195,10.083068,10.615981,10.615981,11.278943,11.278943,11.332891,11.898588,11.898588,10.528011,10.528011,10.58196,10.888316,10.888316,10.528011,10.528011,10.58196,10.888316,10.888316,10.528011,10.528011,10.58196,10.888316,10.888316,10.528011,10.528011,10.58196,10.888316,10.888316
2010-07-09,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.035914,4.035914,4.0039134,5.9661336,5.9661336,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707,4.95099,4.95099,4.91899,6.785707,6.785707
2010-07-16,3.3482947,3.3482947,3.3162947,4.481071,4.481071,3.3482947,3.3482947,3.3162947,4.36548,4.36548,3.3482947,3.3482947,3.3162947,4.36548,4.36548,3.3482947,3.3482947,3.3162947,4.36548,4.36548,3.3482947,3.3482947,3.3162947,4.36548,4.36548,4.2621536,4.2621536,4.2841024,4.791002,4.791002,4.2621536,4.2621536,4.2841024,4.6754107,4.6754107,4.2621536,4.2621536,4.2841024,4.6754107,4.6754107,4.2621536,4.2621536,4.2841024,4.6754107,4.6754107,4.2621536,4.2621536,4.2841024,4.6754107,4.6754107,4.5010653,4.5010653,4.5385056,4.6841016,4.6841016,4.5010653,4.5010653,4.5385056,4.5685115,4.5685115,4.5010653,4.5010653,4.5385056,4.5685115,4.5685115,4.5010653,4.5010653,4.5385056,4.5685115,4.5685115,4.5010653,4.5010653,4.5385056,4.5685115,4.5685115,4.531463,4.531463,4.5689034,5.8785915,5.8785915,4.531463,4.531463,4.5689034,5.7630005,5.7630005,4.531463,4.531463,4.5689034,5.7630005,5.7630005,4.531463,4.531463,4.5689034,5.7630005,5.7630005,4.531463,4.531463,4.5689034,5.7630005,5.7630005,4.887115,4.887115,4.9245553,4.575327,4.575327,4.887115,4.887115,4.9245553,4.459736,4.459736,4.887115,4.887115,4.9245553,4.459736,4.459736,4.887115,4.887115,4.9245553,4.459736,4.459736,4.887115,4.887115,4.9245553,4.459736,4.459736
2010-07-23,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,3.6028984,3.6028984,3.504155,6.3068566,6.3068566,4.5607967,4.5607967,4.4620547,6.542339,6.542339,4.5607967,4.5607967,4.4620547,6.542339,6.542339,4.5607967,4.5607967,4.4620547,6.542339,6.542339,4.5607967,4.5607967,4.4620547,6.542339,6.542339,4.5607967,4.5607967,4.4620547,6.542339,6.542339,4.5607967,4.5607967,4.4620547,6.803697,6.803697,4.5607967,4.5607967,4.4620547,6.803697,6.803697,4.5607967,4.5607967,4.4620547,6.803697,6.803697,4.5607967,4.5607967,4.4620547,6.803697,6.803697,4.5607967,4.5607967,4.4620547,6.803697,6.803697,7.508013,7.508013,7.40927,9.767429,9.767429,7.508013,7.508013,7.40927,9.767429,9.767429,7.508013,7.508013,7.40927,9.767429,9.767429,7.508013,7.508013,7.40927,9.767429,9.767429,7.508013,7.508013,7.40927,9.767429,9.767429
2010-07-30,3.8766255,3.8766255,3.777882,7.901932,7.901932,3.8766255,3.8766255,3.777882,7.901932,7.901932,3.8766255,3.8766255,3.777882,7.901932,7.901932,3.892103,3.892103,3.7933595,7.901932,7.901932,3.892103,3.892103,3.7933595,7.901932,7.901932,3.8766255,3.8766255,3.777882,7.901932,7.901932,3.8766255,3.8766255,3.777882,7.901932,7.901932,3.8766255,3.8766255,3.777882,7.901932,7.901932,3.892103,3.892103,3.7933595,7.901932,7.901932,3.892103,3.892103,3.7933595,7.901932,7.901932,4.478026,4.478026,4.3924303,10.163865,10.163865,4.478026,4.478026,4.3924303,10.163865,10.163865,4.478026,4.478026,4.3924303,10.163865,10.163865,4.493503,4.493503,4.4079075,10.163865,10.163865,4.493503,4.493503,4.4079075,10.163865,10.163865,4.478026,4.478026,4.3924303,10.163865,10.163865,4.478026,4.478026,4.3924303,10.163865,10.163865,4.478026,4.478026,4.3924303,10.163865,10.163865,4.493503,4.493503,4.4079075,10.163865,10.163865,4.493503,4.493503,4.4079075,10.163865,10.163865,6.3248897,6.3248897,6.239294,11.24303,11.24303,6.3248897,6.3248897,6.239294,11.24303,11.24303,6.3248897,6.3248897,6.239294,11.24303,11.24303,6.340367,6.340367,6.254771,11.24303,11.24303,6.340367,6.340367,6.254771,11.24303,11.24303
2010-08-06,3.228113,3.228113,3.349847,6.9426794,6.9426794,3.228113,3.228113,3.349847,6.9426794,6.9426794,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.228113,3.228113,3.349847,6.9426794,6.9426794,3.228113,3.228113,3.349847,6.9426794,6.9426794,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.228113,3.228113,3.349847,6.9426794,6.9426794,3.228113,3.228113,3.349847,6.9426794,6.9426794,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,3.3701394,3.3701394,3.4918735,7.0847054,7.0847054,5.4803514,5.4803514,5.6185966,9.211426,9.211426,5.4803514,5.4803514,5.6185966,9.211426,9.211426,5.6223774,5.6223774,5.7606225,9.353453,9.353453,5.6223774,5.6223774,5.7606225,9.353453,9.353453,5.6223774,5.6223774,5.7606225,9.353453,9.353453,6.3400617,6.3400617,6.2103686,8.650779,8.650779,6.3400617,6.3400617,6.2103686,8.650779,8.650779,6.3490233,6.3490233,6.2193313,8.076297,8.076297,6.3490233,6.3490233,6.2193313,8.076297,8.076297,6.3490233,6.3490233,6.2193313,8.076297,8.076297
2010-08-13,3.6294978,3.6294978,3.3064904,7.54195,7.54195,3.6294978,3.6294978,3.3064904,7.54195,7.54195,3.6294978,3.6294978,3.3064904,7.54195,7.54195,3.6294978,3.6294978,3.3064904,7.54195,7.54195,3.6294978,3.6294978,3.3064904,7.54195,7.54195,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.213647,4.213647,3.9071436,9.786635,9.786635,4.0299764,4.0299764,4.3220334,10.322948,10.322948,4.0299764,4.0299764,4.3220334,10.322948,10.322948,4.0299764,4.0299764,4.3220334,10.322948,10.322948,4.0299764,4.0299764,4.3220334,10.322948,10.322948,4.0299764,4.0299764,4.3220334,10.322948,10.322948
2010-08-20,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.5054743,3.5054743,3.4427607,7.234726,7.234726,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6574757,3.6574757,3.594762,7.3867283,7.3867283,3.6093433,3.6093433,3.5466297,7.341316,7.341316,3.6093433,3.6093433,3.5466297,7.341316,7.341316,3.6093433,3.6093433,3.5466297,7.341316,7.341316,3.6093433,3.6093433,3.5466297,7.341316,7.341316,3.6093433,3.6093433,3.5466297,7.341316,7.341316
2010-08-27,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.525062,3.525062,3.242268,12.142581,12.142581,3.5449977,3.5449977,3.2622037,12.162517,12.162517,3.5449977,3.5449977,3.2622037,12.162517,12.162517
2010-09-03,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.180855,4.180855,3.5574143,7.6194735,7.6194735,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,4.124213,4.124213,3.5007722,7.562832,7.562832,5.0622554,5.0622554,3.8895612,6.64918,6.64918,5.0129123,5.0129123,3.840217,6.599837,6.599837,4.992516,4.992516,3.819821,6.5794406,6.5794406,4.992516,4.992516,3.819821,6.5794406,6.5794406,4.992516,4.992516,3.819821,6.5794406,6.5794406
